timestamp,shadow_condition,match_id,round,agent1,agent2,agent1_move,agent2_move,agent1_total_score,agent2_total_score,agent1_reasoning,agent2_reasoning
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_GrimTrigger_p2i1,1,TitForTat_p2i1,GrimTrigger_p2i1,C,C,6,6,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_GrimTrigger_p2i1,2,TitForTat_p2i1,GrimTrigger_p2i1,C,C,6,6,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_WinStayLoseShift_p2i1,1,TitForTat_p2i1,WinStayLoseShift_p2i1,C,C,6,6,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_WinStayLoseShift_p2i1,2,TitForTat_p2i1,WinStayLoseShift_p2i1,C,C,6,6,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_SuspiciousTitForTat_p2i1,1,TitForTat_p2i1,SuspiciousTitForTat_p2i1,C,D,0,5,,Starting with defection (suspicious).
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_SuspiciousTitForTat_p2i2,1,TitForTat_p2i1,SuspiciousTitForTat_p2i2,C,D,0,5,,Starting with defection (suspicious).
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Prober_p2i1,1,TitForTat_p2i1,Prober_p2i1,C,C,3,3,,Starting with cooperation.
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Random_p2i1,1,TitForTat_p2i1,Random_p2i1,C,D,0,5,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Random_p2i2,1,TitForTat_p2i1,Random_p2i2,C,C,3,8,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Random_p2i2,2,TitForTat_p2i1,Random_p2i2,C,D,3,8,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Gradual_p2i1,1,TitForTat_p2i1,Gradual_p2i1,C,C,6,6,,Starting with cooperation.
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Gradual_p2i1,2,TitForTat_p2i1,Gradual_p2i1,C,C,6,6,,"Opponent cooperated, so I'm cooperating too."
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Alternator_p2i1,1,TitForTat_p2i1,Alternator_p2i1,C,C,3,3,,Alternating pattern: cooperate on even-numbered rounds.
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Bayesian_p2i1,1,TitForTat_p2i1,Bayesian_p2i1,C,C,3,3,,Starting with cooperation to gather data.
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_ForgivingGrimTrigger_p2i1,1,TitForTat_p2i1,ForgivingGrimTrigger_p2i1,C,C,3,3,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Detective_p2i1,1,TitForTat_p2i1,Detective_p2i1,C,C,3,8,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_Detective_p2i1,2,TitForTat_p2i1,Detective_p2i1,C,D,3,8,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_SoftGrudger_p2i1,1,TitForTat_p2i1,SoftGrudger_p2i1,C,C,3,3,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_QLearning_p2i1,1,TitForTat_p2i1,QLearning_p2i1,C,D,0,5,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_ThompsonSampling_p2i1,1,TitForTat_p2i1,ThompsonSampling_p2i1,C,D,0,5,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_ThompsonSampling_p2i2,1,TitForTat_p2i1,ThompsonSampling_p2i2,C,D,0,5,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_GradientMetaLearner_p2i1,1,TitForTat_p2i1,GradientMetaLearner_p2i1,C,C,3,8,,
2025-09-05T16:59:10.636173,0.75,TitForTat_p2i1_vs_GradientMetaLearner_p2i1,2,TitForTat_p2i1,GradientMetaLearner_p2i1,C,D,3,8,,
