shadow_condition,agent,horizon_awareness,opponent_modeling
0.1,GPT5mini_T1_p4i1,0.9903381642512077,1.0
0.1,GPT5nano_T1_p4i1,0.9672131147540983,1.0
0.1,GPT4.1mini_T1_p4i1,0.956140350877193,1.0
0.1,Claude4-Sonnet_T02_p4i1,0.915929203539823,1.0
0.1,Claude4-Sonnet_T05_p4i1,0.9214659685863874,1.0
0.1,Claude4-Sonnet_T08_p4i1,0.9484848484848485,1.0
0.1,Mistral-Medium_T02_p4i1,0.9516728624535316,1.0
0.1,Mistral-Medium_T07_p4i1,0.9707317073170731,1.0
0.1,Mistral-Medium_T12_p4i1,0.9169675090252708,1.0
0.1,Gemini20Flash_T02_p4i1,0.9015384615384615,1.0
0.1,Gemini20Flash_T07_p4i1,0.926530612244898,1.0
0.1,Gemini20Flash_T12_p4i1,0.8653846153846154,1.0
0.1,GPT5mini_T1_p5i1,0.9888888888888889,1.0
0.1,GPT5nano_T1_p5i1,1.0,1.0
0.1,GPT4.1mini_T1_p5i1,0.9699248120300752,1.0
0.1,Claude4-Sonnet_T02_p5i1,0.9066147859922179,1.0
0.1,Claude4-Sonnet_T05_p5i1,0.9106382978723404,1.0
0.1,Claude4-Sonnet_T08_p5i1,0.9527272727272728,1.0
0.1,Mistral-Medium_T02_p5i1,0.9337979094076655,1.0
0.1,Mistral-Medium_T07_p5i1,0.937984496124031,1.0
0.1,Mistral-Medium_T12_p5i1,0.9411764705882353,1.0
0.1,Gemini20Flash_T02_p5i1,0.8931623931623932,1.0
0.1,Gemini20Flash_T07_p5i1,0.8762214983713354,1.0
0.1,Gemini20Flash_T12_p5i1,0.8487654320987654,1.0
