timestamp,shadow_condition,match_id,round,agent1,agent2,agent1_move,agent2_move,agent1_total_score,agent2_total_score,agent1_reasoning,agent2_reasoning
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,1,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,2,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,3,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,4,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,5,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,6,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GrimTrigger_p2i1,7,TitForTat_p2i1,GrimTrigger_p2i1,C,C,21,21,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_WinStayLoseShift_p2i1,1,TitForTat_p2i1,WinStayLoseShift_p2i1,C,C,9,9,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_WinStayLoseShift_p2i1,2,TitForTat_p2i1,WinStayLoseShift_p2i1,C,C,9,9,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_WinStayLoseShift_p2i1,3,TitForTat_p2i1,WinStayLoseShift_p2i1,C,C,9,9,,
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,1,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,Starting with cooperation.
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,2,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,3,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,4,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,5,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,6,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,7,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,8,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,9,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,10,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,11,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,12,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,13,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,14,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,15,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,16,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,17,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,18,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,19,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
2025-09-11T22:18:55.314289,0.1,TitForTat_p2i1_vs_GenerousTitForTat_p2i1,20,TitForTat_p2i1,GenerousTitForTat_p2i1,C,C,72,72,,"Opponent cooperated, so I'm cooperating too."
